"region","year","contents","07459: Population, by region, year and contents"
"K-4613 Boemlo","2000","Persons",10739
"K-4613 Boemlo","2001","Persons",10839
"K-4613 Boemlo","2002","Persons",10892
"K-4613 Boemlo","2003","Persons",10867
"K-4613 Boemlo","2004","Persons",10815
"K-4613 Boemlo","2005","Persons",10830
"K-4613 Boemlo","2006","Persons",10808
"K-4613 Boemlo","2007","Persons",10892
"K-4613 Boemlo","2008","Persons",10998
"K-4613 Boemlo","2009","Persons",11085
"K-4613 Boemlo","2010","Persons",11275
"K-4613 Boemlo","2011","Persons",11421
"K-4613 Boemlo","2012","Persons",11503
"K-4613 Boemlo","2013","Persons",11638
"K-4613 Boemlo","2014","Persons",11749
"K-4613 Boemlo","2015","Persons",11761
"K-4613 Boemlo","2016","Persons",11778
"K-4613 Boemlo","2017","Persons",11806
"K-4613 Boemlo","2018","Persons",11902
"K-4613 Boemlo","2019","Persons",11960
"K-4613 Boemlo","2020","Persons",11957
"K-4614 Stord","1986","Persons",13865
"K-4614 Stord","1987","Persons",14012
"K-4614 Stord","1988","Persons",14197
"K-4614 Stord","1989","Persons",14383
"K-4614 Stord","1990","Persons",14483
"K-4614 Stord","1991","Persons",14684
"K-4614 Stord","1992","Persons",14870
"K-4614 Stord","1993","Persons",15293
"K-4614 Stord","1994","Persons",15540
"K-4614 Stord","1995","Persons",15547
"K-4614 Stord","1996","Persons",15741
"K-4614 Stord","1997","Persons",15781
"K-4614 Stord","1998","Persons",15827
"K-4614 Stord","1999","Persons",16071
"K-4614 Stord","2000","Persons",16144
"K-4614 Stord","2001","Persons",16241
"K-4614 Stord","2002","Persons",16219
"K-4614 Stord","2003","Persons",16310
"K-4614 Stord","2004","Persons",16405
"K-4614 Stord","2005","Persons",16516
"K-4614 Stord","2006","Persons",16682
"K-4614 Stord","2007","Persons",16850
"K-4614 Stord","2008","Persons",17092
"K-4614 Stord","2009","Persons",17289
"K-4614 Stord","2010","Persons",17565
"K-4614 Stord","2011","Persons",17804
"K-4614 Stord","2012","Persons",17957
"K-4614 Stord","2013","Persons",18161
"K-4614 Stord","2014","Persons",18425
"K-4614 Stord","2015","Persons",18685
"K-4614 Stord","2016","Persons",18775
"K-4614 Stord","2017","Persons",18821
"K-4614 Stord","2018","Persons",18780
"K-4614 Stord","2019","Persons",18699
"K-4614 Stord","2020","Persons",18759
"K-4615 Fitjar","1986","Persons",2998
"K-4615 Fitjar","1987","Persons",3014
"K-4615 Fitjar","1988","Persons",3038
"K-4615 Fitjar","1989","Persons",3089
"K-4615 Fitjar","1990","Persons",3072
"K-4615 Fitjar","1991","Persons",3086
"K-4615 Fitjar","1992","Persons",3122
"K-4615 Fitjar","1993","Persons",3128
"K-4615 Fitjar","1994","Persons",3142
"K-4615 Fitjar","1995","Persons",2934
"K-4615 Fitjar","1996","Persons",2932
"K-4615 Fitjar","1997","Persons",2935
"K-4615 Fitjar","1998","Persons",2952
"K-4615 Fitjar","1999","Persons",2962
"K-4615 Fitjar","2000","Persons",2992
"K-4615 Fitjar","2001","Persons",2978
"K-4615 Fitjar","2002","Persons",2921
"K-4615 Fitjar","2003","Persons",2892
"K-4615 Fitjar","2004","Persons",2911
"K-4615 Fitjar","2005","Persons",2895
"K-4615 Fitjar","2006","Persons",2901
"K-4615 Fitjar","2007","Persons",2897
"K-4615 Fitjar","2008","Persons",2912
"K-4615 Fitjar","2009","Persons",2908
"K-4615 Fitjar","2010","Persons",2931
"K-4615 Fitjar","2011","Persons",2929
"K-4615 Fitjar","2012","Persons",2944
"K-4615 Fitjar","2013","Persons",2980
"K-4615 Fitjar","2014","Persons",3009
"K-4615 Fitjar","2015","Persons",3093
"K-4615 Fitjar","2016","Persons",3140
"K-4615 Fitjar","2017","Persons",3189
"K-4615 Fitjar","2018","Persons",3194
"K-4615 Fitjar","2019","Persons",3201
"K-4615 Fitjar","2020","Persons",3189
"K-4616 Tysnes","1986","Persons",2893
"K-4616 Tysnes","1987","Persons",2903
"K-4616 Tysnes","1988","Persons",2879
"K-4616 Tysnes","1989","Persons",2902
"K-4616 Tysnes","1990","Persons",2915
"K-4616 Tysnes","1991","Persons",2895
"K-4616 Tysnes","1992","Persons",2888
"K-4616 Tysnes","1993","Persons",2874
"K-4616 Tysnes","1994","Persons",2869
"K-4616 Tysnes","1995","Persons",2852
"K-4616 Tysnes","1996","Persons",2800
"K-4616 Tysnes","1997","Persons",2791
"K-4616 Tysnes","1998","Persons",2821
"K-4616 Tysnes","1999","Persons",2805
"K-4616 Tysnes","2000","Persons",2843
"K-4616 Tysnes","2001","Persons",2938
"K-4616 Tysnes","2002","Persons",2843
"K-4616 Tysnes","2003","Persons",2821
"K-4616 Tysnes","2004","Persons",2812
"K-4616 Tysnes","2005","Persons",2825
"K-4616 Tysnes","2006","Persons",2795
"K-4616 Tysnes","2007","Persons",2753
"K-4616 Tysnes","2008","Persons",2773
"K-4616 Tysnes","2009","Persons",2792
"K-4616 Tysnes","2010","Persons",2779
"K-4616 Tysnes","2011","Persons",2756
"K-4616 Tysnes","2012","Persons",2766
"K-4616 Tysnes","2013","Persons",2736
"K-4616 Tysnes","2014","Persons",2745
"K-4616 Tysnes","2015","Persons",2782
"K-4616 Tysnes","2016","Persons",2797
"K-4616 Tysnes","2017","Persons",2847
"K-4616 Tysnes","2018","Persons",2857
"K-4616 Tysnes","2019","Persons",2846
"K-4616 Tysnes","2020","Persons",2869
"K-4617 Kvinnherad","1986","Persons",13187
"K-4617 Kvinnherad","1987","Persons",13140
"K-4617 Kvinnherad","1988","Persons",13206
"K-4617 Kvinnherad","1989","Persons",13232
"K-4617 Kvinnherad","1990","Persons",13121
"K-4617 Kvinnherad","1991","Persons",13090
"K-4617 Kvinnherad","1992","Persons",13061
"K-4617 Kvinnherad","1993","Persons",13100
"K-4617 Kvinnherad","1994","Persons",13121
"K-4617 Kvinnherad","1995","Persons",13181
"K-4617 Kvinnherad","1996","Persons",13129
"K-4617 Kvinnherad","1997","Persons",13111
"K-4617 Kvinnherad","1998","Persons",13155
"K-4617 Kvinnherad","1999","Persons",13206
